county,date,metro_area,SNAP_Applications,Population,Median_Income,month,SNAP_Application_Rate,monthly_average_CalFresh,monthly_average_FoodBank
Alpine,2022-06-01,Reno,11.525,1043,110781.0,6,0.011049856184084373,0.0,34.2
Alpine,2022-07-01,Reno,11.525,1043,110781.0,7,0.011049856184084373,0.0,35.0
Alpine,2022-08-01,Reno,11.525,1043,110781.0,8,0.011049856184084373,0.0,30.6
Alpine,2022-09-01,Reno,11.525,1043,110781.0,9,0.011049856184084373,0.0,14.0
Alpine,2022-10-01,Reno,11.525,1043,110781.0,10,0.011049856184084373,0.0,25.75
Alpine,2022-11-01,Reno,11.525,1043,110781.0,11,0.011049856184084373,0.0,57.2
Alpine,2022-12-01,Reno,11.525,1043,110781.0,12,0.011049856184084373,0.0,40.25
Alpine,2023-01-01,Reno,11.525,1043,110781.0,1,0.011049856184084373,0.0,44.5
Alpine,2023-02-01,Reno,11.525,1043,110781.0,2,0.011049856184084373,0.0,29.0
Alpine,2023-03-01,Reno,11.525,1043,110781.0,3,0.011049856184084373,0.0,11.0
Alpine,2023-04-01,Reno,11.525,1043,110781.0,4,0.011049856184084373,0.0,53.75
Alpine,2023-05-01,Reno,11.525,1043,110781.0,5,0.011049856184084373,0.0,41.6
Alpine,2023-06-01,Reno,11.525,1043,110781.0,6,0.011049856184084373,0.0,47.75
Alpine,2023-07-01,Reno,11.525,1043,110781.0,7,0.011049856184084373,0.0,17.0
Alpine,2023-08-01,Reno,13.0,1043,110781.0,8,0.012464046021093002,0.0,43.0
Alpine,2023-09-01,Reno,12.714285714285714,1043,110781.0,9,0.012190110943706341,0.0,40.25
Alpine,2023-10-01,Reno,12.428571428571429,1043,110781.0,10,0.011916175866319682,0.0,49.25
Alpine,2023-11-01,Reno,12.142857142857142,1043,110781.0,11,0.011642240788933023,0.0,32.4
Alpine,2023-12-01,Reno,11.857142857142858,1043,110781.0,12,0.011368305711546364,0.0,55.25
Alpine,2024-01-01,Reno,11.571428571428571,1043,110781.0,1,0.011094370634159703,0.0,56.8
Alpine,2024-02-01,Reno,11.285714285714286,1043,110781.0,2,0.010820435556773046,0.0,36.0
Alpine,2024-03-01,Reno,11.0,1043,110781.0,3,0.010546500479386385,0.0,20.75
Alpine,2024-04-01,Reno,12.0,1043,110781.0,4,0.011505273250239693,0.0,8.2
Alpine,2024-05-01,Reno,11.75,1043,110781.0,5,0.011265580057526366,0.0,40.0
Alpine,2024-06-01,Reno,11.5,1043,110781.0,6,0.01102588686481304,0.0,28.0
Alpine,2024-07-01,Reno,11.25,1043,110781.0,7,0.010786193672099712,0.0,20.2
Alpine,2024-08-01,Reno,11.0,1043,110781.0,8,0.010546500479386385,0.0,12.25
Alpine,2024-09-01,Reno,11.0,1043,110781.0,9,0.010546500479386385,0.0,36.75
Alpine,2024-10-01,Reno,11.0,1043,110781.0,10,0.010546500479386385,20.0,22.0
Alpine,2024-11-01,Reno,11.0,1043,110781.0,11,0.010546500479386385,0.0,11.0
Alpine,2024-12-01,Reno,11.0,1043,110781.0,12,0.010546500479386385,0.0,29.75
Alpine,2025-01-01,Reno,11.0,1043,110781.0,1,0.010546500479386385,0.0,20.2
Alpine,2025-02-01,Reno,11.0,1043,110781.0,2,0.010546500479386385,0.0,26.25
Alpine,2025-03-01,Reno,11.0,1043,110781.0,3,0.010546500479386385,0.0,21.0
Amador,2022-05-01,SacramentoStocktonModesto,177.0,42447,81526.0,5,0.0041699060004240585,,
Amador,2022-06-01,SacramentoStocktonModesto,188.0,42447,81526.0,6,0.004429052701015384,58.6,43.2
Amador,2022-07-01,SacramentoStocktonModesto,206.0,42447,81526.0,7,0.004853110938346644,59.75,49.25
Amador,2022-08-01,SacramentoStocktonModesto,239.0,42447,81526.0,8,0.005630551040120621,75.8,62.2
Amador,2022-09-01,SacramentoStocktonModesto,181.0,42447,81526.0,9,0.004264141164275449,69.25,49.75
Amador,2022-10-01,SacramentoStocktonModesto,186.0,42447,81526.0,10,0.004381935119089689,77.25,53.75
Amador,2022-11-01,SacramentoStocktonModesto,154.0,42447,81526.0,11,0.003628053808278559,80.8,55.6
Amador,2022-12-01,SacramentoStocktonModesto,178.0,42447,81526.0,12,0.004193464791386906,73.25,66.0
Amador,2023-01-01,SacramentoStocktonModesto,226.0,42447,81526.0,1,0.0053242867576036,52.75,55.5
Amador,2023-02-01,SacramentoStocktonModesto,155.0,42447,81526.0,2,0.0036516125992414068,79.0,41.6
Amador,2023-03-01,SacramentoStocktonModesto,194.0,42447,81526.0,3,0.004570405446792471,72.75,46.75
Amador,2023-04-01,SacramentoStocktonModesto,186.5,42447,81526.0,4,0.004393714514571112,75.25,47.75
Amador,2023-05-01,SacramentoStocktonModesto,179.0,42447,81526.0,5,0.004217023582349754,70.8,49.0
Amador,2023-06-01,SacramentoStocktonModesto,181.0,42447,81526.0,6,0.004264141164275449,63.0,46.25
Amador,2023-07-01,SacramentoStocktonModesto,188.0,42447,81526.0,7,0.004429052701015384,62.0,55.5
Amador,2023-08-01,SacramentoStocktonModesto,195.0,42447,81526.0,8,0.004593964237755319,79.6,53.4
Amador,2023-09-01,SacramentoStocktonModesto,173.0,42447,81526.0,9,0.004075670836572667,71.25,51.5
Amador,2023-10-01,SacramentoStocktonModesto,174.0,42447,81526.0,10,0.004099229627535515,74.75,53.5
Amador,2023-11-01,SacramentoStocktonModesto,147.0,42447,81526.0,11,0.0034631422715386247,72.2,57.2
Amador,2023-12-01,SacramentoStocktonModesto,157.0,42447,81526.0,12,0.0036987301811671025,63.75,81.25
Amador,2024-01-01,SacramentoStocktonModesto,200.0,42447,81526.0,1,0.0047117581925695574,63.0,60.4
Amador,2024-02-01,SacramentoStocktonModesto,128.0,42447,81526.0,2,0.0030155252432445168,76.75,55.5
Amador,2024-03-01,SacramentoStocktonModesto,167.0,42447,81526.0,3,0.00393431809079558,71.0,44.75
Amador,2024-04-01,SacramentoStocktonModesto,155.0,42447,81526.0,4,0.0036516125992414068,64.2,44.2
Amador,2024-05-01,SacramentoStocktonModesto,149.0,42447,81526.0,5,0.00351025985346432,59.0,43.5
Amador,2024-06-01,SacramentoStocktonModesto,150.0,42447,81526.0,6,0.003533818644427168,63.75,46.0
Amador,2024-07-01,SacramentoStocktonModesto,183.0,42447,81526.0,7,0.004311258746201145,68.4,47.6
Amador,2024-08-01,SacramentoStocktonModesto,174.0,42447,81526.0,8,0.004099229627535515,66.75,46.75
Amador,2024-09-01,SacramentoStocktonModesto,152.0,42447,81526.0,9,0.0035809362263528634,71.5,50.0
Amador,2024-10-01,SacramentoStocktonModesto,155.0,42447,81526.0,10,0.0036516125992414068,76.0,57.4
Amador,2024-11-01,SacramentoStocktonModesto,142.0,42447,81526.0,11,0.0033453483167243856,65.25,52.0
Amador,2024-12-01,SacramentoStocktonModesto,157.0,42447,81526.0,12,0.0036987301811671025,58.25,69.25
Amador,2025-01-01,SacramentoStocktonModesto,211.0,42447,81526.0,1,0.004970904893160883,58.8,45.0
Amador,2025-02-01,SacramentoStocktonModesto,148.0,42447,81526.0,2,0.0034867010625014724,69.75,48.0
Amador,2025-03-01,SacramentoStocktonModesto,138.0,42447,81526.0,3,0.0032511131528729946,67.5,39.0
Butte,2022-05-01,ChicoRedding,1578.0,206778,68574.0,5,0.007631372776600993,,
Butte,2022-06-01,ChicoRedding,1762.0,206778,68574.0,6,0.008521215990095659,28.2,0.0
Butte,2022-07-01,ChicoRedding,1843.0,206778,68574.0,7,0.008912940448210158,31.0,0.0
Butte,2022-08-01,ChicoRedding,2981.0,206778,68574.0,8,0.01441642727949782,56.0,0.0
Butte,2022-09-01,ChicoRedding,2550.0,206778,68574.0,9,0.012332066273974988,53.75,0.0
Butte,2022-10-01,ChicoRedding,2212.0,206778,68574.0,10,0.010697462979620657,48.25,0.0
Butte,2022-11-01,ChicoRedding,1896.0,206778,68574.0,11,0.00916925398253199,53.4,0.0
Butte,2022-12-01,ChicoRedding,1638.0,206778,68574.0,12,0.007921539041870993,51.25,0.0
Butte,2023-01-01,ChicoRedding,2236.0,206778,68574.0,1,0.010813529485728656,38.75,0.0
Butte,2023-02-01,ChicoRedding,1834.0,206778,68574.0,2,0.008869415508419657,54.4,16.6
Butte,2023-03-01,ChicoRedding,1829.0,206778,68574.0,3,0.008845234986313824,48.0,25.0
Butte,2023-04-01,ChicoRedding,1506.0,206778,68574.0,4,0.007283173258276993,42.5,0.0
Butte,2023-05-01,ChicoRedding,1662.0,206778,68574.0,5,0.008037605547978992,46.2,0.0
Butte,2023-06-01,ChicoRedding,1644.0,206778,68574.0,6,0.007950555668397991,41.25,22.5
Butte,2023-07-01,ChicoRedding,1775.0,206778,68574.0,7,0.008584085347570825,47.0,0.0
Butte,2023-08-01,ChicoRedding,2808.0,206778,68574.0,8,0.013579781214635987,48.6,15.6
Butte,2023-09-01,ChicoRedding,2239.0,206778,68574.0,9,0.010828037798992156,60.25,19.75
Butte,2023-10-01,ChicoRedding,2128.0,206778,68574.0,10,0.010291230208242656,59.25,22.25
Butte,2023-11-01,ChicoRedding,1626.0,206778,68574.0,11,0.007863505788816992,57.8,0.0
Butte,2023-12-01,ChicoRedding,1467.0,206778,68574.0,12,0.007094565185851493,36.5,0.0
Butte,2024-01-01,ChicoRedding,2204.0,206778,68574.0,1,0.010658774144251322,56.0,0.0
Butte,2024-02-01,ChicoRedding,1744.0,206778,68574.0,2,0.008434166110514658,61.5,0.0
Butte,2024-03-01,ChicoRedding,1599.0,206778,68574.0,3,0.0077329309694454925,46.0,0.0
Butte,2024-04-01,ChicoRedding,1727.0,206778,68574.0,4,0.008351952335354825,36.2,0.0
Butte,2024-05-01,ChicoRedding,1561.0,206778,68574.0,5,0.007549159001441159,42.0,23.5
Butte,2024-06-01,ChicoRedding,1476.0,206778,68574.0,6,0.007138090125641993,46.5,0.0
Butte,2024-07-01,ChicoRedding,1864.0,206778,68574.0,7,0.009014498641054658,41.4,0.0
Butte,2024-08-01,ChicoRedding,2583.0,206778,68574.0,8,0.012491657719873487,32.75,0.0
Butte,2024-09-01,ChicoRedding,2461.0,206778,68574.0,9,0.011901652980491154,56.5,0.0
Butte,2024-10-01,ChicoRedding,2046.0,206778,68574.0,10,0.00989466964570699,51.8,0.0
Butte,2024-11-01,ChicoRedding,1603.0,206778,68574.0,11,0.007752275387130159,51.75,0.0
Butte,2024-12-01,ChicoRedding,1649.0,206778,68574.0,12,0.007974736190503826,48.0,0.0
Butte,2025-01-01,ChicoRedding,2153.0,206778,68574.0,1,0.010412132818771822,41.2,0.0
Butte,2025-02-01,ChicoRedding,1742.0,206778,68574.0,2,0.008424493901672325,50.0,0.0
Butte,2025-03-01,ChicoRedding,1606.0,206778,68574.0,3,0.007766783700393659,52.25,0.0
Calaveras,2022-05-01,SacramentoStocktonModesto,239.0,46583,79877.0,5,0.005130627052787498,,
Calaveras,2022-06-01,SacramentoStocktonModesto,264.0,46583,79877.0,6,0.005667303522744349,58.6,43.2
Calaveras,2022-07-01,SacramentoStocktonModesto,251.0,46583,79877.0,7,0.005388231758366786,59.75,49.25
Calaveras,2022-08-01,SacramentoStocktonModesto,293.0,46583,79877.0,8,0.006289848227894296,75.8,62.2
Calaveras,2022-09-01,SacramentoStocktonModesto,249.0,46583,79877.0,9,0.005345297640770238,69.25,49.75
Calaveras,2022-10-01,SacramentoStocktonModesto,240.0,46583,79877.0,10,0.005152094111585771,77.25,53.75
Calaveras,2022-11-01,SacramentoStocktonModesto,221.0,46583,79877.0,11,0.004744219994418565,80.8,55.6
Calaveras,2022-12-01,SacramentoStocktonModesto,245.0,46583,79877.0,12,0.005259429405577142,73.25,66.0
Calaveras,2023-01-01,SacramentoStocktonModesto,263.0,46583,79877.0,1,0.005645836463946075,52.75,55.5
Calaveras,2023-02-01,SacramentoStocktonModesto,223.0,46583,79877.0,2,0.0047871541120151125,79.0,41.6
Calaveras,2023-03-01,SacramentoStocktonModesto,268.0,46583,79877.0,3,0.005753171757937445,72.75,46.75
Calaveras,2023-04-01,SacramentoStocktonModesto,192.0,46583,79877.0,4,0.004121675289268618,75.25,47.75
Calaveras,2023-05-01,SacramentoStocktonModesto,215.0,46583,79877.0,5,0.00461541764162892,70.8,49.0
Calaveras,2023-06-01,SacramentoStocktonModesto,231.0,46583,79877.0,6,0.004958890582401305,63.0,46.25
Calaveras,2023-07-01,SacramentoStocktonModesto,221.0,46583,79877.0,7,0.004744219994418565,62.0,55.5
Calaveras,2023-08-01,SacramentoStocktonModesto,245.0,46583,79877.0,8,0.005259429405577142,79.6,53.4
Calaveras,2023-09-01,SacramentoStocktonModesto,245.0,46583,79877.0,9,0.005259429405577142,71.25,51.5
Calaveras,2023-10-01,SacramentoStocktonModesto,234.0,46583,79877.0,10,0.0050232917587961275,74.75,53.5
Calaveras,2023-11-01,SacramentoStocktonModesto,242.0,46583,79877.0,11,0.00519502822918232,72.2,57.2
Calaveras,2023-12-01,SacramentoStocktonModesto,213.0,46583,79877.0,12,0.004572483524032373,63.75,81.25
Calaveras,2024-01-01,SacramentoStocktonModesto,284.0,46583,79877.0,1,0.00609664469870983,63.0,60.4
Calaveras,2024-02-01,SacramentoStocktonModesto,239.0,46583,79877.0,2,0.005130627052787498,76.75,55.5
Calaveras,2024-03-01,SacramentoStocktonModesto,232.0,46583,79877.0,3,0.004980357641199579,71.0,44.75
Calaveras,2024-04-01,SacramentoStocktonModesto,199.0,46583,79877.0,4,0.004271944700856536,64.2,44.2
Calaveras,2024-05-01,SacramentoStocktonModesto,221.0,46583,79877.0,5,0.004744219994418565,59.0,43.5
Calaveras,2024-06-01,SacramentoStocktonModesto,228.0,46583,79877.0,6,0.004894489406006483,63.75,46.0
Calaveras,2024-07-01,SacramentoStocktonModesto,251.0,46583,79877.0,7,0.005388231758366786,68.4,47.6
Calaveras,2024-08-01,SacramentoStocktonModesto,248.0,46583,79877.0,8,0.005323830581971964,66.75,46.75
Calaveras,2024-09-01,SacramentoStocktonModesto,203.0,46583,79877.0,9,0.004357812936049632,71.5,50.0
Calaveras,2024-10-01,SacramentoStocktonModesto,256.0,46583,79877.0,10,0.005495567052358157,76.0,57.4
Calaveras,2024-11-01,SacramentoStocktonModesto,223.0,46583,79877.0,11,0.0047871541120151125,65.25,52.0
Calaveras,2024-12-01,SacramentoStocktonModesto,204.0,46583,79877.0,12,0.004379279994847906,58.25,69.25
Calaveras,2025-01-01,SacramentoStocktonModesto,282.0,46583,79877.0,1,0.006053710581113282,58.8,45.0
Calaveras,2025-02-01,SacramentoStocktonModesto,219.0,46583,79877.0,2,0.004701285876822016,69.75,48.0
Calaveras,2025-03-01,SacramentoStocktonModesto,200.0,46583,79877.0,3,0.00429341175965481,67.5,39.0
Colusa,2022-05-01,SacramentoStocktonModesto,117.0,22293,75149.0,5,0.005248284214775939,,
Colusa,2022-06-01,SacramentoStocktonModesto,129.0,22293,75149.0,6,0.005786569775265779,58.6,43.2
Colusa,2022-07-01,SacramentoStocktonModesto,118.0,22293,75149.0,7,0.005293141344816759,59.75,49.25
Colusa,2022-08-01,SacramentoStocktonModesto,173.0,22293,75149.0,8,0.007760283497061858,75.8,62.2
Colusa,2022-09-01,SacramentoStocktonModesto,120.0,22293,75149.0,9,0.0053828556048983985,69.25,49.75
Colusa,2022-10-01,SacramentoStocktonModesto,134.0,22293,75149.0,10,0.006010855425469879,77.25,53.75
Colusa,2022-11-01,SacramentoStocktonModesto,147.0,22293,75149.0,11,0.006593998116000538,80.8,55.6
Colusa,2022-12-01,SacramentoStocktonModesto,135.0,22293,75149.0,12,0.006055712555510699,73.25,66.0
Colusa,2023-01-01,SacramentoStocktonModesto,156.0,22293,75149.0,1,0.006997712286367918,52.75,55.5
Colusa,2023-02-01,SacramentoStocktonModesto,106.0,22293,75149.0,2,0.004754855784326919,79.0,41.6
Colusa,2023-03-01,SacramentoStocktonModesto,106.0,22293,75149.0,3,0.004754855784326919,72.75,46.75
Colusa,2023-04-01,SacramentoStocktonModesto,110.0,22293,75149.0,4,0.004934284304490198,75.25,47.75
Colusa,2023-05-01,SacramentoStocktonModesto,104.0,22293,75149.0,5,0.0046651415242452785,70.8,49.0
Colusa,2023-06-01,SacramentoStocktonModesto,80.0,22293,75149.0,6,0.003588570403265599,63.0,46.25
Colusa,2023-07-01,SacramentoStocktonModesto,91.0,22293,75149.0,7,0.004081998833714619,62.0,55.5
Colusa,2023-08-01,SacramentoStocktonModesto,108.0,22293,75149.0,8,0.004844570044408559,79.6,53.4
Colusa,2023-09-01,SacramentoStocktonModesto,107.0,22293,75149.0,9,0.004799712914367739,71.25,51.5
Colusa,2023-10-01,SacramentoStocktonModesto,93.0,22293,75149.0,10,0.004171713093796259,74.75,53.5
Colusa,2023-11-01,SacramentoStocktonModesto,108.0,22293,75149.0,11,0.004844570044408559,72.2,57.2
Colusa,2023-12-01,SacramentoStocktonModesto,101.0,22293,75149.0,12,0.004530570134122819,63.75,81.25
Colusa,2024-01-01,SacramentoStocktonModesto,143.0,22293,75149.0,1,0.006414569595837258,63.0,60.4
Colusa,2024-02-01,SacramentoStocktonModesto,97.0,22293,75149.0,2,0.004351141613959539,76.75,55.5
Colusa,2024-03-01,SacramentoStocktonModesto,104.0,22293,75149.0,3,0.0046651415242452785,71.0,44.75
Colusa,2024-04-01,SacramentoStocktonModesto,100.0,22293,75149.0,4,0.004485713004081999,64.2,44.2
Colusa,2024-05-01,SacramentoStocktonModesto,98.0,22293,75149.0,5,0.004395998744000359,59.0,43.5
Colusa,2024-06-01,SacramentoStocktonModesto,107.0,22293,75149.0,6,0.004799712914367739,63.75,46.0
Colusa,2024-07-01,SacramentoStocktonModesto,103.0,22293,75149.0,7,0.004620284394204459,68.4,47.6
Colusa,2024-08-01,SacramentoStocktonModesto,82.0,22293,75149.0,8,0.003678284663347239,66.75,46.75
Colusa,2024-09-01,SacramentoStocktonModesto,96.0,22293,75149.0,9,0.004306284483918719,71.5,50.0
Colusa,2024-10-01,SacramentoStocktonModesto,112.0,22293,75149.0,10,0.005023998564571839,76.0,57.4
Colusa,2024-11-01,SacramentoStocktonModesto,111.0,22293,75149.0,11,0.004979141434531019,65.25,52.0
Colusa,2024-12-01,SacramentoStocktonModesto,142.0,22293,75149.0,12,0.006369712465796438,58.25,69.25
Colusa,2025-01-01,SacramentoStocktonModesto,124.0,22293,75149.0,1,0.005562284125061679,58.8,45.0
Colusa,2025-02-01,SacramentoStocktonModesto,73.0,22293,75149.0,2,0.0032745704929798593,69.75,48.0
Colusa,2025-03-01,SacramentoStocktonModesto,100.0,22293,75149.0,3,0.004485713004081999,67.5,39.0
Contra Costa,2022-05-01,SanFranciscoOaklandSanJose,3464.0,1151037,125727.0,5,0.003009460165051167,,
Contra Costa,2022-06-01,SanFranciscoOaklandSanJose,3618.0,1151037,125727.0,6,0.0031432525626891228,56.2,54.8
Contra Costa,2022-07-01,SanFranciscoOaklandSanJose,3829.0,1151037,125727.0,7,0.0033265655230891797,63.25,59.75
Contra Costa,2022-08-01,SanFranciscoOaklandSanJose,4387.0,1151037,125727.0,8,0.003811345769076059,74.8,58.4
Contra Costa,2022-09-01,SanFranciscoOaklandSanJose,3986.0,1151037,125727.0,9,0.003462964266135667,76.0,56.75
Contra Costa,2022-10-01,SanFranciscoOaklandSanJose,4178.0,1151037,125727.0,10,0.0036297703722816903,76.25,57.0
Contra Costa,2022-11-01,SanFranciscoOaklandSanJose,3956.0,1151037,125727.0,11,0.003436900812050351,72.8,64.0
Contra Costa,2022-12-01,SanFranciscoOaklandSanJose,3818.0,1151037,125727.0,12,0.003317008923257897,67.5,90.25
Contra Costa,2023-01-01,SanFranciscoOaklandSanJose,4482.0,1151037,125727.0,1,0.003893880040346227,60.5,78.0
Contra Costa,2023-02-01,SanFranciscoOaklandSanJose,3318.0,1151037,125727.0,2,0.002882618021835962,73.6,64.2
Contra Costa,2023-03-01,SanFranciscoOaklandSanJose,5252.0,1151037,125727.0,3,0.004562842028536007,75.25,63.5
Contra Costa,2023-04-01,SanFranciscoOaklandSanJose,4351.0,1151037,125727.0,4,0.00378006962417368,75.75,69.0
Contra Costa,2023-05-01,SanFranciscoOaklandSanJose,5052.0,1151037,125727.0,5,0.004389085667967233,68.2,67.2
Contra Costa,2023-06-01,SanFranciscoOaklandSanJose,4807.0,1151037,125727.0,6,0.0041762341262704845,55.75,64.5
Contra Costa,2023-07-01,SanFranciscoOaklandSanJose,4809.0,1151037,125727.0,7,0.004177971689876173,62.0,63.5
Contra Costa,2023-08-01,SanFranciscoOaklandSanJose,5672.0,1151037,125727.0,8,0.004927730385730433,75.2,63.2
Contra Costa,2023-09-01,SanFranciscoOaklandSanJose,4947.0,1151037,125727.0,9,0.004297863578668627,85.75,70.25
Contra Costa,2023-10-01,SanFranciscoOaklandSanJose,5067.0,1151037,125727.0,10,0.004402117395009891,86.5,64.5
Contra Costa,2023-11-01,SanFranciscoOaklandSanJose,4362.0,1151037,125727.0,11,0.0037896262240049625,75.2,66.0
Contra Costa,2023-12-01,SanFranciscoOaklandSanJose,3928.0,1151037,125727.0,12,0.0034125749215707228,65.0,82.0
Contra Costa,2024-01-01,SanFranciscoOaklandSanJose,5619.0,1151037,125727.0,1,0.004881684950179707,67.0,77.4
Contra Costa,2024-02-01,SanFranciscoOaklandSanJose,4607.0,1151037,125727.0,2,0.00400247776570171,76.25,59.75
Contra Costa,2024-03-01,SanFranciscoOaklandSanJose,4478.0,1151037,125727.0,3,0.0038904049131348512,77.0,54.5
Contra Costa,2024-04-01,SanFranciscoOaklandSanJose,4867.0,1151037,125727.0,4,0.004228361034441117,69.2,62.0
Contra Costa,2024-05-01,SanFranciscoOaklandSanJose,4837.0,1151037,125727.0,5,0.0042022975803558005,61.5,55.25
Contra Costa,2024-06-01,SanFranciscoOaklandSanJose,4715.0,1151037,125727.0,6,0.0040963062004088484,58.0,51.5
Contra Costa,2024-07-01,SanFranciscoOaklandSanJose,5347.0,1151037,125727.0,7,0.004645376299806174,67.8,53.8
Contra Costa,2024-08-01,SanFranciscoOaklandSanJose,5661.0,1151037,125727.0,8,0.00491817378589915,72.5,53.0
Contra Costa,2024-09-01,SanFranciscoOaklandSanJose,5047.0,1151037,125727.0,9,0.0043847417589530134,86.25,50.5
Contra Costa,2024-10-01,SanFranciscoOaklandSanJose,5163.0,1151037,125727.0,10,0.004485520448082903,82.0,53.6
Contra Costa,2024-11-01,SanFranciscoOaklandSanJose,4204.0,1151037,125727.0,11,0.003652358699155631,72.0,55.5
Contra Costa,2024-12-01,SanFranciscoOaklandSanJose,4398.0,1151037,125727.0,12,0.003820902368907342,60.5,71.0
Contra Costa,2025-01-01,SanFranciscoOaklandSanJose,5279.0,1151037,125727.0,1,0.004586299137212792,63.2,64.2
Contra Costa,2025-02-01,SanFranciscoOaklandSanJose,4171.0,1151037,125727.0,2,0.0036236888996617833,77.25,57.25
Contra Costa,2025-03-01,SanFranciscoOaklandSanJose,4237.0,1151037,125727.0,3,0.0036810284986494787,71.75,52.5
Del Norte,2022-05-01,Eureka,228.0,25543,66780.0,5,0.008926124574247348,,
Del Norte,2022-06-01,Eureka,197.0,25543,66780.0,6,0.0077124848295031904,0.0,0.0
Del Norte,2022-07-01,Eureka,188.0,25543,66780.0,7,0.0073601378068355325,0.0,0.0
